id,director
121091,['Alex Winter-18355']
318,['Wim Wenders-2303']
12806,['Cesc Gay-73693']
9740,['Ridley Scott-578']
10878,['Dennis Dugan-17494']
47588,['Jonathan Nossiter-146949']
10697,['Agnès Jaoui-28279']
7093,['Roland Joffé-8965']
16300,"['Chris Weitz-3288', 'Paul Weitz-3289']"
19405,['Chuck Sheetz-141706']
1921,"[""Pat O'Connor-19969""]"
44412,"['Douglas McGrath-32983', 'Peter Askin-130750']"
21620,['Harry Sinclair-122441']
23685,['Henry Selick-57646']
12138,['Demian Lichtenstein-71418']
48217,['Patrice Leconte-37626']
6073,['Gore Verbinski-1704']
39180,['John Whitesell-61175']
35569,['Lee Stanley-48548']
25208,['Kasi Lemmons-51864']
82103,['Andrucha Waddington-237884']
19513,['Daniel Minahan-88743']
2749,['John Herzfeld-27846']
10050,"[""Tommy O'Haver-62514""]"
17203,['Paddy Breathnach-73282']
168485,['Christopher Livingston-1150384']
95682,"['Deborah Hoffmann-1006172', 'Frances Reid-933381']"
54968,['Ben Hopkins-72156']
49929,['Kieron J. Walsh-227412']
2302,['Barry Levinson-8246']
32686,['Steven Soderbergh-1884']
13889,['Akira Kurosawa-5026']
6028,['Guy Hamilton-9915']
51802,['Lewis Milestone-2000']
42148,['Hector Babenco-40542']
29492,['Tom DeSimone-100616']
25447,['Bill Fishman-93806']
28410,['Fritz Kiersch-66987']
38545,['Hal Hartley-91343']
19490,['Henry Koster-33064']
31151,['Denis Sanders-96909']
1888,['Billy Wilder-3146']
38805,['Ralph Nelson-16888']
16618,['Charles Vidor-32134']
2428,['George Stevens-18738']
22013,['Richard Brooks-3632']
15598,['Lewis Gilbert-10076']
43332,['Delmer Daves-76981']
62127,['Michael Ritchie-12964']
56137,"['Michael Powell-68424', 'Emeric Pressburger-37846']"
17965,['Robert Fuest-20937']
29067,['Daniel Haller-28236']
33250,['Albert Brooks-13']
14460,['Jimmy T. Murakami-67268']
17466,['Deran Sarafian-45645']
9594,['Sheldon Lettich-16590']
35976,['Burt Reynolds-16475']
4986,['Richard A. Colla-40391']
2453,['Simon Wincer-18254']
33676,['Curtis Hanson-323']
4587,['Richard Benjamin-24318']
31004,['Carl Schenkel-47924']
125099,['Nicholas Barker-1080890']
27859,['Emilio Estevez-2880']
11454,['Michael Mann-638']
38718,['Barbet Schroeder-23393']
4192,['John Guillermin-6778']
11607,['Sean S. Cunningham-35475']
14052,['Jeff Kanew-67897']
16889,['Joe Roth-18311']
39934,['Norman René-26487']
26580,['Spike Lee-5281']
21309,['Tim Hunter-15858']
16263,['Alan Metter-69801']
4985,['Robert Aldrich-18392']
20704,['Stan Dragoti-67411']
23730,['Douglas Cheek-90525']
853,['Jean-Jacques Annaud-2352']
10877,['Andrzej Bartkowiak-10765']
5257,['Rob Sitch-42378']
77,['Christopher Nolan-525']
20322,['Gary Hardwick-95458']
10833,['David Mirkin-58178']
20309,['J.B. Rogers-7409']
125093,['David Maquiling-1080888']
12658,['Tony Goldwyn-3417']
10054,['Robert Rodriguez-2294']
10646,['Gregory Poirier-50942']
2575,['John Boorman-19665']
55,['Alejandro González Iñárritu-223']
65075,"['Laurie Gwen Shapiro-240363', 'David Shapiro-1458224']"
44379,['Agnès Varda-6817']
2043,['Lee Tamahori-7256']
4133,['Ted Demme-34849']
56715,['Jean-Marie Poiré-64909']
10991,"['Michael Haigney-65428', 'Kunihiko Yuyama-65429']"
15940,['Bill Eagles-78992']
26791,['Richard Dutcher-114925']
44069,['Marzieh Makhmalbaf-1020732']
68894,['Ann Hu-171866']
634,['Sharon Maguire-9158']
10956,['Dennie Gordon-66960']
19366,"['Harry Elfont-13615', 'Deborah Kaplan-13614']"
136558,"['Paiman Kalayeh-1105824', 'John Lyons Murphy-1105827']"
28308,['Jonas McCord-166469']
9519,['Andrew Dominik-37618']
13898,['Jafar Panahi-120229']
196280,['Joe Mantegna-3266']
9290,['Simon Wincer-18254']
13166,['Tom Green-36423']
32590,['Wayne Wang-39819']
109472,['Subrata Sen-1046564']
153141,['Jamie Thraves-83224']
52654,['Marleen Gorris-13496']
70282,['Jordan Walker-Pearlman-1897165']
47643,['John Greyson-136292']
111,['Brian De Palma-1150']
32488,['Blake Edwards-1927']
10477,['Renny Harlin-16938']
12484,['J.S. Cardone-52371']
2144,['Harald Zwart-21981']
24113,['Peter Chelsom-36804']
118052,['Steve Barron-18308']
1734,['Stephen Sommers-7775']
38047,['Shinji Aoyama-119493']
8076,['Veit Helmer-52542']
4973,['François Ozon-4387']
8095,['Joseph L. Mankiewicz-10601']
849,['Peter Yates-12804']
27223,['Albert Brooks-13']
2981,"['Harry O. Hoyt-29250', 'Milton Menasco-29256']"
39266,['Leni Riefenstahl-10139']
31863,['Joseph Ruben-52629']
11307,['George Roy Hill-9577']
46498,['Christian Marquand-38914']
11163,['Federico Fellini-4415']
11035,['Federico Fellini-4415']
18691,['Frederick de Cordova-43816']
3784,['Garry Marshall-1201']
78133,['Tony Bill-57138']
22829,['Richard Quine-18907']
35717,['Leos Carax-27977']
11936,['Federico Fellini-4415']
25221,['Mark Rydell-21958']
19494,['Colin Higgins-4967']
40842,['Martin Ritt-18854']
19357,['Carl Reiner-1895']
33743,['Roy Rowland-46307']
32924,['Dennis Hopper-2778']
9062,['Arthur Hiller-133259']
11174,['Bille August-19684']
934,['Jules Dassin-14227']
9476,['Brian Helgeland-4723']
37691,['Ken Loach-15488']
115810,['Fernando Trueba-37526']
10613,['Kristian Levring-65879']
19094,['Del Shores-87009']
14268,"['Chris Hegedus-115891', 'Jehane Noujaim-115892']"
5852,['Luis Mandoki-46085']
808,"['Andrew Adamson-5524', 'Vicky Jenson-12058']"
49453,['Amos Kollek-230071']
824,['Baz Luhrmann-6201']
37558,['Jacques Doillon-118020']
676,['Michael Bay-865']
88727,['Karin Julsrud-71614']
26813,"['Eric Valli-147024', 'Michel Debats-1707515']"
29572,['Sally Potter-57206']
48109,['Jim McKay-205639']
291675,[]
50541,['Donald Wrye-110922']
26255,['Dale Launer-14089']
22414,['Mike Nichols-5342']
43329,['Robert Aldrich-18392']
42233,['Robert Altman-9789']
1406,['Ron Underwood-33485']
13554,['John Sayles-102445']
17664,['John Ford-8500']
66035,['Burt Lancaster-13784']
41050,['Michelangelo Antonioni-15189']
1632,['Alan Parker-9168']
966,['John Sturges-14520']
12639,['Burt Kennedy-18579']
301,['Howard Hawks-11435']
31527,['Josef von Sternberg-2891']
4988,['Michael Ritchie-12964']
12623,['Peter Yates-12804']
11896,['Danny DeVito-518']
25538,['Edward Yang-143035']
17971,"['Michael Nankin-44481', 'David Wechter-57109']"
6498,['Ole Bornedal-22676']
5923,['Robert Wise-1744']
15497,['Henry King-37362']
21876,['Mark Robson-19457']
11090,['Luke Greenfield-65734']
14034,['Sam Weisman-54967']
21056,['Thomas Bezucha-56789']
9397,['Ivan Reitman-8858']
9705,['Dominic Sena-58498']
26475,"['Alan Cumming-10697', 'Jennifer Jason Leigh-10431']"
56934,['Bruce Beresford-5696']
29937,['Jan Hřebejk-135678']
49922,['Peter Hewitt-18357']
10364,['Mike Nichols-5342']
32458,"['Costa Botes-109253', 'Peter Jackson-108']"
1089,['Kathryn Bigelow-14392']
38043,['Zelda Barron-119476']
9967,['Ted Kotcheff-16544']
17494,['Jonathan Kaplan-42171']
17465,['Peter Markle-67632']
759,['Howard Hawks-11435']
10297,['Jean Negulesco-19606']
29393,['William Castle-12011']
10653,['Billy Wilder-3146']
21468,['Walter Lang-80570']
9576,['Sydney Pollack-2226']
22323,['Penelope Spheeris-58448']
31935,['Robert Aldrich-18392']
126881,['Hermine Huntgeburth-51634']
52616,['Yim Ho-146295']
10865,"['Gary Trousdale-62047', 'Kirk Wise-62048']"
1995,['Simon West-12786']
10808,['Steve Carr-52112']
9799,['Rob Cohen-18878']
644,['Steven Spielberg-488']
16161,['John Singleton-6482']
10691,['John Stockwell-57082']
10615,['Louis C.K.-52849']
47596,['Adam Marcus-1853469']
21488,"['Olivier Ducastel-5066', 'Jacques Martineau-5067']"
59733,"['Nick Doob-932222', 'Chris Hegedus-115891', 'D.A. Pennebaker-21113']"
271462,['Stavros Kazantzidis-67583']
11826,['Jonathan Glazer-66728']
24470,['Dwight Yoakam-20309']
9301,['Tom Tykwer-1071']
11444,['Francis Veber-38507']
15564,['David Douglas-95759']
60670,['Mathieu Kassovitz-2406']
55551,['Raoul Peck-40312']
40880,['Julien Temple-22669']
10992,['Lawrence Guterman-64191']
2140,['Chris Nahon-21931']
4248,['Keenen Ivory Wayans-35689']
17612,['Léa Pool-135534']
3134,"['Virginie Despentes-30716', 'Coralie-1137890']"
34899,['Tran Anh Hung-107730']
8217,['Woody Allen-1243']
22478,['Woody Allen-1243']
26483,['William Asher-95526']
24382,['Mario Monicelli-32375']
11286,['Hal Needham-67767']
11950,['Hal Needham-67767']
12236,['Jim Drake-65688']
36245,['Luis Buñuel-793']
43342,['Felix E. Feist-103910']
15875,['John Ford-8500']
26573,['Norman Taurog-82800']
23439,['Roger Corman-102429']
10728,['F.W. Murnau-9076']
5991,['F.W. Murnau-9076']
11697,['John Ford-8500']
6106,['Oliver Stone-1152']
22477,['Woody Allen-1243']
19200,['Woody Allen-1243']
11300,['Jonathan Demme-16294']
16211,['Henry Hathaway-37360']
28650,['Lee Frost-101424']
42780,['Bert I. Gordon-101225']
32569,['Roger Corman-102429']
20075,['Tommy Chong-63208']
28430,['Val Guest-39853']
28794,['Lucio Fulci-29433']
20197,['Thomas K. Avildsen-85806']
43316,['Douglas Sirk-46712']
34689,['Joseph L. Mankiewicz-10601']
25690,['Abel Ferrara-39104']
10238,['Ingmar Bergman-6648']
18929,['Tony Richardson-32765']
4789,['Vittorio De Sica-12329']
32595,['Philippe Mora-114629']
18030,['Robert Aldrich-18392']
18988,['Anthony Harvey-12009']
11536,['John Huston-6593']
10339,['John Huston-6593']
39875,['Mark Herrier-64222']
50031,['Alexander Korda-2490']
976,['Alexander Mackendrick-14566']
69605,['Douglas Sirk-46712']
65632,['Elio Petri-95456']
29471,['István Szabó-225898']
4780,['Brian De Palma-1150']
11906,['Dario Argento-4955']
11713,['Lo Wei-70334']
9589,['Uli Edel-15868']
12481,['Lo Wei-70334']
13333,['Robert Clouse-57727']
13938,['Michael Schultz-77300']
10540,['Peter Hyams-37710']
9462,['Bruce Lee-19429']
82623,['Brett Leonard-57090']
2114,"['Hironobu Sakaguchi-21692', 'Motonori Sakakibara-21693']"
8835,['Robert Luketic-36797']
11371,['Frank Oz-7908']
78248,"[""Roger Gnoan M'Bala-1046585""]"
9517,['Larry Clark-51917']
25985,['Joel Hopkins-81256']
15745,['Jon Favreau-15277']
24977,"['Don Kempf-92935', 'James D. Stern-52159']"
36107,['Mark Osborne-57741']
113271,['Ben Stassen-76100']
58904,['Ben Stassen-76100']
103489,[]
13794,['George Casey-75589']
13795,['George Casey-75589']
103488,['Ben Stassen-76100']
73482,[]
38965,['Paul Flaherty-28169']
47817,['Ernest Thompson-70570']
31052,['Lawrence Kasdan-8844']
10868,['Jonathan Kaplan-42171']
9395,['Andrew Davis-12989']
14506,['Terry Gilliam-280']
5333,['Martin Donovan-1495632']
4281,['Michael Winner-19244']
2,['Aki Kaurismäki-16767']
26044,['Bud Yorkin-69946']
59797,['Andrew Fleming-41549']
14911,['Peter Markle-67632']
15592,['Garry Marshall-1201']
15267,['Kevin Reynolds-8300']
12710,['Jim Abrahams-12936']
30502,['Randal Kleiser-8876']
19382,['Mike Nichols-5342']
24679,['Clint Eastwood-190']
9599,['Chuck Russell-26713']
94440,['Harold Becker-23213']
17170,['James Bridges-14838']
18509,['Allan Arkush-83198']
110428,['Bruno Dumont-95901']
34604,['Geneviève Robert-31152']
14441,['Glenn Gordon Caron-58463']
7520,['Roger Donaldson-21370']
10126,['Dennis Hopper-2778']
9602,['John Landis-4610']
23752,['Michael Ritchie-12964']
41952,['Martin Campbell-10702']
3980,['Stephen Herek-18356']
10127,['Mick Garris-61824']
12702,['Kristine Peterson-73962']
27397,['Joan Micklin Silver-97646']
9748,"['Annabel Jankel-58164', 'Rocky Morton-58165']"
40095,['Mark Goldblatt-898']
10651,['Buddy Van Horn-66226']
10141,['Frank Oz-7908']
27362,['Peter Greenaway-30309']
5680,['James Signorelli-44807']
26386,['John R. Cherry III-83961']
34053,['Taylor Hackford-18596']
25884,['Daniel Goldberg-57132']
26355,['John G. Avildsen-16513']
10675,['Roman Polanski-3556']
38982,['David Anspaugh-44847']
10130,['Michael Apted-10781']
2617,['Howard Deutch-26502']
38615,['Chris Columbus-10965']
21362,['Neil Jordan-17016']
30690,['Michael Dinner-84165']
75889,['Peter Yates-12804']
38500,['John Hough-19032']
26723,['Andrew Solt-81186']
20443,['Bud Smith -147323']
49365,['Frank LaLoggia-583023']
11347,['Ken Russell-32327']
12144,['Don Bluth-40345']
13704,['Greg Beeman-17309']
12505,['Richard Benjamin-24318']
41963,['Bob Swaim-129692']
13482,['Robert Redford-4135']
34014,['Paul Mazursky-47773']
29739,['Alan Metter-69801']
12120,['Richard Benjamin-24318']
47818,['William Richert-6385']
38617,['Christopher Crowe-57447']
3543,['Percy Adlon-32632']
51321,['Marisa Silver-143888']
9604,['Walter Hill-1723']
24929,['Ken Wiederhorn-92851']
10925,"[""Dan O'Bannon-5045""]"
13965,['Geoff Burrowes-76193']
24266,['George T. Miller-1174031']
58434,['Daniel Petrie-40549']
18197,['Sidney Lumet-39996']
70842,['Ken Russell-32327']
38909,['Boaz Davidson-16830']
17126,['Joan Freeman-21458']
11503,['Wes Craven-5140']
38558,['James Glickenhaus-99032']
9717,['Roger Spottiswoode-1724']
11966,['Kenneth Johnson-19142']
2605,['John Badham-12840']
8740,['George Sluizer-18335']
25497,['Mike Figgis-6111']
38560,['Blake Edwards-1927']
50203,['Robert Greenwald-51521']
26798,['Ted Kotcheff-16544']
91445,['Rip Torn-9626']
41428,['Shinya Tsukamoto-58608']
8337,['John Carpenter-11770']
47493,['Agnieszka Holland-1128']
8463,['Paul Bogart-55146']
41974,['Nicolas Roeg-14132']
28176,['Francis Ford Coppola-1776']
9493,['Ivan Reitman-8858']
26603,['Brian Gilbert-58080']
33172,['Jon Hess-82033']
29095,['Anthony Hickox-48965']
12582,['Thom Eberhardt-68381']
10001,['Yahoo Serious-61797']
11352,['Steven Spielberg-488']
12500,['Sam Firstenberg-72543']
25678,['Sam Firstenberg-72543']
25682,['Cedric Sundstrom-93923']
32049,['Robert Radler-82443']
45225,['Christopher Guest-13524']
1648,['Stephen Herek-18356']
4105,['Ridley Scott-578']
22711,['Ron Shelton-4037']
19124,['Phillip Noyce-13015']
69828,['Bill Forsyth-68687']
53150,['David Irving-147594']
10142,['Brian De Palma-1150']
3064,['Emile Ardolino-716']
86093,['Susan Seidelman-53861']
10134,['Albert Pyun-63937']
21291,['Gary David Goldberg-70738']
4925,['John Frankenheimer-13776']
30352,['Jim Kouf-21155']
15142,['Marc Rocco-54971']
14550,['Howard Zieff-34611']
32075,['Euzhan Palcy-108824']
2210,['Julien Temple-22669']
25005,['Jean-Claude Lord-31177']
21721,['Martin Davidson-89373']
116014,['Paul Mazursky-47773']
11828,['Terry Jones-10707']
55699,['Dave Thomas-61961']
10551,['Sidney Lumet-39996']
20713,['John Milius-8328']
27461,['Roland Joffé-8965']
41969,['Gordon Hessler-82505']
1380,['Graeme Clifford-13488']
19157,['Valerie Breiman-84211']
11465,['Jim McBride-15206']
17190,['Thom Eberhardt-68381']
55059,['Mel Damski-70008']
9085,['Eddie Murphy-776']
17819,['Bruce Beresford-5696']
46786,['Andrei Konchalovsky-58728']
14776,['Bruce Robinson-8966']
59585,['Jonathan Kaplan-42171']
32855,['Norman Jewison-13563']
29185,['Peter Yates-12804']
39787,['David Hugh Jones-78514']
32059,"[""Pat O'Connor-19969""]"
505,['Walter Hill-1723']
4486,['Denys Arcand-38516']
10345,['Rod Daniel-64877']
10222,"['Jean-Claude Van Damme-15111', 'David Worth-22012', 'Mark DiSalle-64681']"
12774,['Uli Edel-15868']
14621,['John G. Avildsen-16513']
19118,['Joe Pytka-23677']
14372,['George P. Cosmatos-16566']
15138,['Richard Greenberg-1680227']
9972,['John Flynn-38689']
9494,['Amy Heckerling-57434']
17362,['Joan Micklin Silver-97646']
9942,['David S. Ward-12920']
8216,['Peter Jackson-108']
4296,['Michael Anderson-20412']
24739,['Steve De Jarnatt-84906']
39197,['Thomas Schlamme-15106']
9686,"['Woody Allen-1243', 'Francis Ford Coppola-1776', 'Martin Scorsese-1032']"
27418,['John Irvin-17784']
39002,['Thomas J. Wright-8573']
43345,['Luis Puenzo-69315']
31606,['Andrew Davis-12989']
27607,['Bob Balaban-12438']
37146,['Arthur Penn-6448']
20006,['Buddy Van Horn-66226']
8867,['Mark Goldblatt-898']
12663,['Joseph Zito-64195']
331,['Joe Johnston-4945']
11467,['Joe Roth-18311']
327,['Takeshi Kitano-3317']
1548,['Terry Zwigoff-17447']
13403,['John Cameron Mitchell-17114']
869,['Tim Burton-510']
552,['Silvio Soldini-7554']
36095,['Kiyoshi Kurosawa-26882']
33379,['Joel Hershman-1121281']
196859,['Michael Polish-41887']
47574,['Samantha Lang-139250']
2171,['David Wain-22214']
87462,['William Lustig-44765']
20307,['Jack Sholder-62020']
19142,['Jim Wynorski-98132']
41946,['Richard Lester-10586']
10135,['Rowdy Herrington-63943']
32767,['John Duigan-72624']
56162,['Percy Adlon-32632']
24254,"['Aaron Russo-18165', 'David Greenwalt-87590']"
19236,['Alejandro Jodorowsky-55119']
32261,['Michael Caton-Jones-30365']
60276,['Paul Bartel-101377']
12150,['Harold Becker-23213']
11185,['Arthur Hiller-133259']
47045,['Stan Dragoti-67411']
18683,['Lewis Gilbert-10076']
12521,['Wes Craven-5140']
12478,['Blake Edwards-1927']
49788,['James Ivory-54441']
31083,['Michael Hoffman-52405']
30666,['Jeff Burr-31621']
25155,['Joseph Ruben-52629']
65015,['Jane Campion-10757']
24077,['Mel Smith-141450']
9618,"['Andrei Konchalovsky-58728', 'Albert Magnoli-58729']"
16560,['Nick Castle-14692']
31608,['Francis Veber-38507']
22102,['Jeff Kanew-67897']
6951,['Roger Spottiswoode-1724']
11959,['Jay Levey-71042']
2616,['John Hughes-11505']
7091,['Robert Bierman-51950']
249,['Danny DeVito-518']
11342,['Steve Miner-58712']
183,['Todd Holland-1213162']
32330,['Will Mackenzie-157301']
24126,['Anthony Hickox-48965']
8494,['Robert Klane-55273']
26535,['John Schlesinger-19304']
41784,['Bruce Beresford-5696']
27431,['Dario Argento-4955']
2148,['Francis Ford Coppola-1776']
42033,"['Paul Donovan-144430', 'Digby Cook-1109245']"
11308,['Tony Richardson-32765']
23239,['David Caesar-108022']
53119,['Jeroen Krabbé-1924']
31941,['Karel Reisz-72709']
19317,['Peter Medak-21377']
27813,['Frank Henenlotter-86250']
57745,['Peter Mullan-3064']
2057,['Michael Cristofer-21136']
9880,['Garry Marshall-1201']
5175,['Brett Ratner-11091']
21596,['Pierre-Paul Renders-87690']
41951,['Claire Denis-9888']
11385,['Howard Hawks-11435']
4484,['Édouard Molinaro-24380']
11684,['Édouard Molinaro-24380']
44414,['Mike Figgis-6111']
44258,['Peter Brook-60981']
20391,['Joshua Logan-86051']
12584,['Don Siegel-14773']
70042,['Steven M. Martin-67569']
1627,['François Truffaut-1650']
11542,['Ken Russell-32327']
17169,['Buddy Van Horn-66226']
39176,['Mike Newell-10723']
33214,['Nicolas Roeg-14132']
19267,['Robert Clouse-57727']
2770,['J.B. Rogers-7409']
12610,"['Bobby Farrelly-7395', 'Peter Farrelly-7396']"
1933,['Alejandro Amenábar-19840']
13496,['Les Mayfield-56911']
21055,['Julie Davis-87033']
24936,"['Scott McGehee-101444', 'David Siegel-101446']"
80070,['John Carney-45117']
10972,['Brad Anderson-37948']
207541,['Alan Miiller-1193932']
1722,['John Madden-18844']
9896,['Jerry Zucker-3415']
26665,['Hans Petter Moland-95972']
125707,['Paul Cox-939275']
9683,['Blair Hayes-58518']
2779,['Woody Allen-1243']
2294,['Kevin Smith-19303']
10016,['John Carpenter-11770']
26602,['Mike Tollin-53178']
37920,['Éva Gárdos-67564']
22230,['Brad Anderson-37948']
206412,['Griffin Dunne-2171']
13966,['Ben Elton-76221']
742,['Lukas Moodysson-11037']
248757,['Patrik-Ian Polk-305750']
15104,['María Ripoll-102329']
8922,['Victor Salva-56349']
11065,['Tim Blake Nelson-1462']
21118,['Jordan Brady-87106']
46727,['Nickolas Perry-137392']
16314,['Jon Turteltaub-12962']
18885,['Charles T. Kanganis-36147']
40508,['Shin Sang-ok-148103']
5922,['Buzz Kulik-40402']
27346,['William Lustig-44765']
34223,['Richard Wenk-22814']
16307,['Robin Hardy-80261']
27681,['Blair Treu-226552']
11370,['Peter Hyams-37710']
12508,['Stephen Herek-18356']
14033,['Stephen Carpenter-56913']
25462,['Mark Brown-66116']
223346,[]
34714,['Dan Cohen-95187']
47161,['Hassan Yektapanah-1327119']
106230,['Yongyoot Thongkongtoon-1091281']
35176,['Dana Lustig-60050']
18734,['Michael Cuesta-84931']
44321,['Barbet Schroeder-23393']
26661,['Charles Lamont-29627']
5998,['Fritz Lang-68']
58062,['Mark Jonathan Harris-1036428']
2176,['Daniel Sackheim-12632']
20857,['Brian Robbins-53177']
22617,['Bob Giraldi-89467']
75386,"['Jacob Kornbluth-1052930', 'Josh Kornbluth-1052923']"
2185,['Barry Sonnenfeld-5174']
10696,['Vondie Curtis-Hall-6198']
2034,['Antoine Fuqua-20907']
21538,['Cory McAbee-87630']
51722,['Edet Belzberg-144422']
101860,['Kenneth A. Carlson-942224']
48834,['Stephen Frears-3224']
30379,"['Brian Trenchard-Smith-84981', 'Paul J. Lombardi-1318092']"
31016,['Edward Burns-12833']
32567,['George Butler-42081']
12537,['Karel Reisz-72709']
9028,['Sergio Corbucci-49450']
16180,['John Hough-19032']
11521,['Jodie Foster-1038']
21028,['Vladimir Menshov-23442']
27327,['Brian De Palma-1150']
35200,['Irvin Kershner-10930']
21242,['Edwin Sherin-133355']
29756,['William Castle-12011']
82523,['Dusan Makavejev-17554']
20115,['Dario Argento-4955']
30295,['Ralph Nelson-16888']
25767,['Stanley Donen-13284']
33725,['Frank Capra-2662']
22874,['Stanley Donen-13284']
11576,['Stanley Kramer-4081']
43860,['Robert Stevenson-5834']
43802,['William Wyler-10001']
9660,['Blake Edwards-1927']
15393,['Clint Eastwood-190']
248,['Frank Capra-2662']
40885,['Joshua Logan-86051']
25905,"['Ján Kadár-544700', 'Elmar Klos-544699']"
21148,['Sean S. Cunningham-35475']
1644,['George Sluizer-18335']
12502,['Mike Nichols-5342']
66092,['Anthony Page-39022']
10373,['Franc Roddam-65304']
13766,['Harry Winer-92554']
16380,['Rudolph Maté-11593']
12103,['Gary Fleder-5501']
11313,['Scott Hicks-33433']
9398,['Ben Stiller-7399']
35066,['David Kane-208171']
45864,['Eric Hannah-1573677']
55372,['Jacques Rivette-73153']
292947,['Dov Kelemer-1542651']
10866,['John Dahl-21053']
34549,['Tim Hill-49903']
9778,['Peter Chelsom-36804']
34453,['Gillian Grisman-77854']
58429,['Lucrecia Martel-56208']
16121,['Samuel Fuller-26959']
40220,['Ulli Lommel-10620']
166,['Claude Pinoteau-1961']
42787,['Walter Grauman-101899']
1623,['Stuart Rosenberg-13859']
40932,['Nancy Walker-47503']
32027,['Robert Kaylor-1022680']
13550,['Peter Medak-21377']
13612,['Tommy Chong-63208']
16769,['Michael Apted-10781']
42158,['Joel Oliansky-1229721']
27958,['William Friedkin-15175']
86463,['Lech Kowalski-935723']
31703,['Alvin Rakoff-105984']
1716,['François Truffaut-1650']
27059,['Michael Ritchie-12964']
20681,['John Irvin-17784']
57743,['Eric Schwab-238673']
3172,['Barry Levinson-8246']
17708,['Rob Pritts-123694']
12780,['Yuen Woo-ping-18899']
570,['Catherine Breillat-6295']
1018,['David Lynch-5602']
25641,['Christine Lahti-77133']
16767,['Hirotsugu Kawasaki-80751']
102933,['Allison Anders-3110']
11380,['Ernest R. Dickerson-15521']
27396,['Douglas Hickox-100979']
26299,['Athur H. Nadel-567566']
984,['Don Siegel-14773']
15559,"['Ben Burtt-670', 'Phyllis Ferguson-1459115', 'James Neihouse-1440070', 'Gail Singer-1467601']"
14811,['Norman Jewison-13563']
21741,['Graeme Ferguson-94237']
77670,['David Stevens-1533750']
55727,['Dorian Walker-145053']
15560,['Ivan Galin-950513']
9585,['Brian Gilbert-58080']
14267,['John Waters-10367']
45929,['Stephen Low-77867']
768,"['Albert Hughes-11447', 'Allen Hughes-11448']"
2100,['Rod Lurie-21526']
11091,['Penny Marshall-14911']
3173,"['Oxide Pang Chun-31033', 'Danny Pang-21905']"
27092,['Marcelo Piñeyro-87014']
23941,['Michael Radford-28898']
18192,['Neal Slavin-1308279']
11845,['Patrice Chéreau-23724']
9081,['Richard Linklater-564']
167,['Iain Softley-1978']
34043,['Eric Bross-60045']
9378,['Steve Beck-57521']
27444,['Jonathan Teplitzky-97942']
141,['Richard Kelly-1577']
10034,['Mel Smith-141450']
11457,['Irwin Winkler-11472']
10778,['Joel Coen-1223']
78657,['Sophie Fillières-233491']
67385,['Robert Guédiguian-5069']
151727,['Sandi Simcha Dubowski-1131878']
11456,['Harold Becker-23213']
585,['Pete Docter-12890']
10796,['James Wong-57134']
23949,['Richard Linklater-564']
11088,['David Mamet-1255']
9889,"['Bobby Farrelly-7395', 'Peter Farrelly-7396']"
140511,['Seth Zvi Rosenfeld-1032175']
133115,['Rob Morrow-52602']
45964,['Fred Walton-62556']
32014,['William Dear-56506']
13408,['DJ Pooh-65134']
671,['Chris Columbus-10965']
17731,"['Richard Glatzer-82335', 'Wash Westmoreland-82337']"
20794,['David Atkins-67910']
11469,['Gil Junger-40243']
14369,"['Brendan Malloy-82221', 'Emmett Malloy-82222']"
1535,['Tony Scott-893']
1433,['Guillermo del Toro-10828']
1999,['Todd Field-5010']
58098,['Gianni Amelio-128107']
78076,['Larry Cohen-19266']
87774,['Arthur Marks-107065']
23847,['Barry Shear-49063']
50785,['Jean-Luc Godard-3776']
12472,['Joel Schumacher-5572']
42258,['Paul Verhoeven-10491']
11834,['Terry Gilliam-280']
16085,['William Wyler-10001']
27405,['Sidney Hayers-43792']
269,['Jean-Luc Godard-3776']
16441,['Don Coscarelli-58245']
11422,['Jack Smight-30422']
31037,['Joseph Sargent-15663']
40739,['Edward Dmytryk-64114']
10656,['Luc Besson-59']
32847,['Irving Rapper-93904']
39938,['George Cukor-14674']
38766,['Lewis Milestone-2000']
43510,['Lewis Seiler-84641']
35284,"['Edward Dmytryk-64114', 'Duilio Coletti-115598']"
14584,['Robert Moore-47498']
58886,['Dominique Deruddere-69912']
72277,['Peter Weir-2690']
5781,['Luis Buñuel-793']
23805,['Richard Donner-7187']
34388,['Guy Hamilton-9915']
39867,['Joseph Ellison-150650']
11033,['Brian De Palma-1150']
69716,['Peter Collinson-39779']
37835,['James Glickenhaus-99032']
33356,['Peter Greenaway-30309']
3537,['Alan Parker-9168']
38922,['Anne Bancroft-10774']
27145,['Éric Rohmer-28615']
8738,['Don Taylor-9108']
28614,['Brian G. Hutton-54451']
3604,['Mike Hodges-17281']
6974,['Ib Melchior-51715']
26398,['Kevin Connor-95329']
42218,['Bert I. Gordon-101225']
10649,['James Fargo-66222']
42566,['Steve Carver-102627']
17689,['Clint Eastwood-190']
34084,['Albert Band-19708']
15983,['Joseph Zito-64195']
14854,['Steve Carver-102627']
10847,['Harry Hook-61019']
33525,['Mike Hodges-17281']
27591,['Kevin Connor-95329']
299,['Lewis Milestone-2000']
31945,['Michael Cimino-12114']
42160,['Richard Rush-21806']
10650,['Clint Eastwood-190']
8007,['John Moore-12028']
19076,['Charles Shyer-56106']
81442,['Stephen Kessler-69353']
