,id,revenue,title,genres,budget,popularity,release_date,year,rating_mean
361,8854,1686429.0,Steel,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",16000000,2.890462,1997-08-15,1997,2.9710743801652892
362,4961,25480490.0,Mimic,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",30000000,9.128905,1997-08-22,1997,3.2031802120141344
363,26180,0.0,Excess Baggage,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0,3.714997,1997-08-29,1997,3.3333333333333335
364,6072,5716080.0,One Eight Seven,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20000000,6.476493,1997-07-29,1997,3.492857142857143
365,1669,199200000.0,The Hunt for Red October,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",30000000,15.91126,1990-03-02,1990,3.447058823529412
366,468,0.0,My Own Private Idaho,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2500000,7.289727,1991-10-17,1991,3.309568015843545
367,6623,0.0,The Peacemaker,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",50000000,8.868114,1997-09-26,1997,2.869565217391304
368,2118,126216940.0,L.A. Confidential,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",35000000,10.989442,1997-09-19,1997,3.647679324894515
369,2649,109423648.0,The Game,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",50000000,14.825587,1997-09-12,1997,3.25625
370,2255,12021272.0,Chasing Amy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",250000,12.311564,1997-04-04,1997,2.6197604790419162
371,3597,125586134.0,I Know What You Did Last Summer,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",17000000,7.417157,1997-10-17,1997,2.5790697674418603
372,782,12532777.0,Gattaca,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",36000000,12.89312,1997-09-07,1997,2.8785786460087572
373,1281,251212670.0,Bean,"[{'id': 35, 'name': 'Comedy'}]",18000000,12.799853,1997-07-03,1997,4.048314846416382
374,4995,43101594.0,Boogie Nights,"[{'id': 18, 'name': 'Drama'}]",15000000,7.595679,1997-09-11,1997,3.95701895277867
375,45928,0.0,Incognito,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",0,0.961088,1997-11-14,1997,3.7778355879292405
376,563,121214377.0,Starship Troopers,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",105000000,14.412644,1997-11-06,1997,3.4529085872576175
377,31535,0.0,Chairman of the Board,"[{'id': 35, 'name': 'Comedy'}]",0,1.422904,1998-03-13,1998,3.25
378,4824,159330280.0,The Jackal,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",60000000,11.131917,1997-11-14,1997,3.6178861788617884
379,2895,0.0,The Apostle,"[{'id': 18, 'name': 'Drama'}]",5000000,9.21174,1997-10-09,1997,2.814814814814815
380,2639,10686841.0,Deconstructing Harry,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20000000,6.280515,1997-08-26,1997,3.1477623456790123
381,489,225933435.0,Good Will Hunting,"[{'id': 18, 'name': 'Drama'}]",10000000,15.064833,1997-12-05,1997,2.760492268854528
382,8197,25105255.0,Midnight in the Garden of Good and Evil,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",35000000,5.145907,1997-11-21,1997,3.885689354275742
383,6283,122417389.0,MouseHunt,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",38000000,6.456233,1997-12-19,1997,3.8806717737183263
384,4233,172363301.0,Scream 2,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",24000000,11.264845,1997-12-09,1997,2.4748641304347827
385,597,1845034188.0,Titanic,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",200000000,26.88907,1997-11-18,1997,3.429514770752573
386,62394,0.0,The Education of Little Tree,"[{'id': 18, 'name': 'Drama'}]",0,0.007123,1997-12-25,1997,2.578589634664401
387,547,186883563.0,The Horse Whisperer,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",60000000,7.685548,1998-05-14,1998,2.8226371061843643
388,25994,0.0,The Winter Guest,"[{'id': 18, 'name': 'Drama'}]",0,0.923637,1997-12-27,1997,3.5208333333333335
389,184,39673162.0,Jackie Brown,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",12000000,16.415498,1997-12-24,1997,3.1028985507246376
390,115,46189568.0,The Big Lebowski,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",15000000,15.952524,1998-03-06,1998,3.38
391,26941,2465960.0,Afterglow,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",0,1.426289,1997-12-26,1997,3.7916666666666665
392,32302,0.0,3 Ninjas: High Noon at Mega Mountain,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",0,3.014082,1998-04-10,1998,2.8267326732673266
393,586,64256513.0,Wag the Dog,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",15000000,7.603652,1997-12-25,1997,3.1193118580468724
394,2666,27200316.0,Dark City,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",27000000,12.851984,1998-02-27,1998,2.8043478260869565
395,2923,0.0,B. Monkey,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",0,2.399824,1998-11-07,1998,3.3964285714285714
396,30949,0.0,Palmetto,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",0,4.475177,1998-02-20,1998,3.2982456140350878
397,2898,314178011.0,As Good as It Gets,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",50000000,9.374049,1997-12-19,1997,2.799864314789688
398,26269,0.0,Twilight,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,9.468224,1998-03-06,1998,3.707792207792208
399,47452,0.0,Love and Death on Long Island,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",0,0.785094,1997-01-01,1997,2.71875
400,617,67200000.0,Wild Things,"[{'id': 53, 'name': 'Thriller'}]",20000000,13.924623,1998-03-20,1998,3.5939130434782607
401,32456,2057193.0,Two Girls and a Guy,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1000000,4.967667,1997-09-07,1997,3.5770171149144256
402,1774,720074.0,The Big One,"[{'id': 99, 'name': 'Documentary'}]",0,2.238505,1997-09-06,1997,2.3947368421052633
403,2157,136159423.0,Lost in Space,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",80000000,12.000579,1998-04-03,1998,3.2934782608695654
404,8838,0.0,Mercury Rising,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",60000000,6.644644,1998-04-03,1998,3.6890343698854338
405,795,198685114.0,City of Angels,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",55000000,8.228219,1998-04-10,1998,3.208695652173913
406,27472,0.0,The Odd Couple II,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",0,2.196028,1998-04-09,1998,3.5625
407,4415,14096321.0,Les Misérables,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",0,12.238488,1998-05-01,1998,3.0077071290944124
408,8656,140464664.0,Deep Impact,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",75000000,11.644633,1998-05-08,1998,4.0188356164383565
409,929,379014294.0,Godzilla,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",130000000,11.295121,1998-05-20,1998,3.831219512195122
410,1878,10680275.0,Fear and Loathing in Las Vegas,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",18500000,9.220346,1998-05-22,1998,2.0595238095238093
411,1965,128038368.0,A Perfect Murder,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",60000000,9.430812,1998-06-05,1998,3.5701114922813035
412,1389,77745568.0,Out of Sight,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",48000000,7.349812,1998-06-26,1998,1.8959390862944163
413,95,553799566.0,Armageddon,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",140000000,13.235112,1998-07-01,1998,3.1123652554288395
414,944,285444603.0,Lethal Weapon 4,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",140000000,14.470551,1998-07-10,1998,3.824122807017544
415,473,3221152.0,Pi,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",60000,10.621362,1998-07-10,1998,2.3261168384879727
416,544,369884651.0,There's Something About Mary,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",23000000,11.688958,1998-07-15,1998,2.929226736566186
417,143,0.0,All Quiet on the Western Front,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1250000,15.235056,1930-04-29,1930,2.2
418,887,23650000.0,The Best Years of Our Lives,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",2100000,6.069343,1946-12-25,1946,2.9489795918367347
419,654,9600000.0,On the Waterfront,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",910000,18.211093,1954-06-22,1954,2.973684210526316
420,1725,43656822.0,West Side Story,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6000000,8.389903,1961-10-18,1961,3.5158227848101267
421,874,28350000.0,A Man for All Seasons,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",3900000,6.997888,1966-12-12,1966,3.0542168674698793
422,3116,44785053.0,Midnight Cowboy,"[{'id': 18, 'name': 'Drama'}]",3600000,10.579988,1969-05-25,1969,2.6875
423,1051,41158757.0,The French Connection,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1800000,6.694959,1971-10-09,1971,3.564401981599434
424,1366,117235147.0,Rocky,"[{'id': 18, 'name': 'Drama'}]",1000000,14.774066,1976-11-21,1976,3.411354118194509
425,606,128499205.0,Out of Africa,"[{'id': 18, 'name': 'Drama'}]",31000000,14.004074,1985-12-20,1985,2.5753943217665616
426,746,43984230.0,The Last Emperor,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",23000000,11.076971,1987-10-21,1987,3.7350299401197606
427,380,412800000.0,Rain Man,"[{'id': 18, 'name': 'Drama'}]",25000000,11.267467,1988-12-11,1988,3.501833838303301
428,403,145793296.0,Driving Miss Daisy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7500000,10.703677,1989-12-13,1989,2.361111111111111
429,466,0.0,Klute,"[{'id': 9648, 'name': 'Mystery'}]",2500000,9.328822,1971-06-21,1971,2.9154331951845274
430,2108,51525171.0,The Breakfast Club,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1000000,12.627678,1985-02-15,1985,3.595860991800078
431,4488,59754601.0,Friday the 13th,"[{'id': 27, 'name': 'Horror'}]",550000,12.146747,1980-05-09,1980,3.336823734729494
432,948,70000000.0,Halloween,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",300000,13.672759,1978-10-25,1978,3.7414269911504423
433,41828,0.0,Prom Night III: The Last Kiss,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",0,1.506989,1990-03-30,1990,3.7243589743589745
434,41769,0.0,Prom Night IV: Deliver Us from Evil,"[{'id': 27, 'name': 'Horror'}]",0,2.190786,1992-02-14,1992,3.471631205673759
435,609,122200000.0,Poltergeist,"[{'id': 27, 'name': 'Horror'}]",10700000,11.776326,1982-06-04,1982,3.0302923564635433
436,941,120207127.0,Lethal Weapon,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",15000000,13.183804,1987-03-06,1987,3.5655737704918034
437,942,227853986.0,Lethal Weapon 2,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",25000000,12.834276,1989-07-07,1989,4.06918449197861
438,943,321731527.0,Lethal Weapon 3,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",35000000,10.786007,1992-05-15,1992,3.8076280623608016
439,927,153083102.0,Gremlins,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",11000000,11.333125,1984-06-07,1984,3.938894792773645
440,928,41482207.0,Gremlins 2: The New Batch,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",50000000,14.383185,1990-06-15,1990,4.074432452549312
441,165,332000000.0,Back to the Future Part II,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",40000000,13.689855,1989-11-20,1989,3.5035240874468294
442,196,244527583.0,Back to the Future Part III,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",40000000,13.043999,1990-05-25,1990,2.8297149267520125
443,551,84563118.0,The Poseidon Adventure,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5000000,10.341849,1972-12-01,1972,3.736994591810456
444,3170,267447150.0,Bambi,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",858000,13.698132,1942-08-14,1942,2.2083333333333335
445,859,34670720.0,Dangerous Liaisons,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14000000,11.46781,1988-12-16,1988,2.473684210526316
446,841,30925690.0,Dune,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",40000000,9.261189,1984-12-14,1984,3.707044673539519
447,1411,1277401.0,The Rapture,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",1227401,8.319631,1991-10-04,1991,3.7314265536723163
448,857,481840909.0,Saving Private Ryan,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",70000000,21.758054,1998-07-24,1998,3.33
449,1779,6706368.0,Roger & Me,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",160000,4.877009,1989-09-01,1989,2.8741164828951087
450,678,0.0,Out of the Past,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,5.34379,1947-11-13,1947,4.0728759331674365
451,907,111858363.0,Doctor Zhivago,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",11000000,8.489499,1965-12-22,1965,3.9110756123535677
452,793,8551228.0,Blue Velvet,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6000000,7.882247,1986-08-01,1986,3.2580645161290325
453,2619,69821334.0,Splash,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",8000000,8.441602,1984-03-09,1984,2.088235294117647
454,27332,0.0,Tex,"[{'id': 18, 'name': 'Drama'}]",0,5.540117,1982-07-30,1982,3.0
455,97,33000000.0,Tron,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",17000000,16.574021,1982-07-09,1982,3.984981684981685
456,2107,0.0,L.A. Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",0,7.775188,1991-02-08,1991,2.5336084905660377
457,6471,73961419.0,The Jerk,"[{'id': 35, 'name': 'Comedy'}]",0,5.873021,1979-12-14,1979,3.35
458,227,33697647.0,The Outsiders,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",10000000,6.435926,1983-03-25,1983,3.0669921063564605
459,87,333000000.0,Indiana Jones and the Temple of Doom,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",28000000,15.802306,1984-05-23,1984,2.4075937785910337
460,123,30471420.0,The Lord of the Rings,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",4000000,7.914795,1978-11-15,1978,3.9857716161984675
461,2907,191502426.0,The Addams Family,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",30000000,12.962525,1991-11-22,1991,2.5329732802728824
462,8688,103891409.0,Snake Eyes,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",73000000,11.604533,1998-08-07,1998,2.806451612903226
463,396,33736689.0,Who's Afraid of Virginia Woolf?,"[{'id': 18, 'name': 'Drama'}]",7500000,5.564294,1966-06-21,1966,2.4696969696969697
464,4978,84542002.0,An American Tail,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",9000000,11.928545,1986-11-21,1986,3.8109017496635262
465,8393,60000000.0,The Gods Must Be Crazy,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5000000,10.973482,1980-09-10,1980,2.0641025641025643
466,33644,37672350.0,How Stella Got Her Groove Back,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20000000,3.645263,1998-08-14,1998,2.3205128205128207
467,805,33395426.0,Rosemary's Baby,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",3200000,11.504558,1968-06-12,1968,3.691940885264997
468,4011,73326666.0,Beetlejuice,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",15000000,10.627364,1988-02-29,1988,4.060505128938657
469,1580,2200000.0,Rope,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1500000,7.248676,1948-08-23,1948,3.5733178489322874
470,5854,7900000.0,Family Plot,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2000000,4.845776,1976-04-09,1976,2.9177631578947367
471,2370,6000000.0,Topaz,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4000000,5.757907,1969-12-18,1969,3.405241935483871
472,5780,13000000.0,Torn Curtain,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3000000,6.243248,1966-07-13,1966,3.6053984575835476
473,506,7000000.0,Marnie,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2135161,6.409094,1964-07-09,1964,3.4869718309859157
474,574,10250000.0,The Man Who Knew Too Much,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2500000,12.547763,1956-06-01,1956,3.3002793296089385
475,845,7000000.0,Strangers on a Train,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1200000,15.41773,1951-06-18,1951,3.3666666666666667
476,3682,16757163.0,54,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",13000000,8.736869,1998-08-28,1998,3.5957842529448234
477,847,57269863.0,Willow,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",35000000,9.918312,1988-05-01,1988,2.9125
478,117,76270454.0,The Untouchables,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",25000000,11.062203,1987-06-02,1987,3.5903890160183067
479,940,0.0,The Lady Vanishes,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,6.078088,1938-07-26,1938,3.858011937557392
480,84116,0.0,"Grandview, U.S.A.","[{'id': 18, 'name': 'Drama'}]",0,8.143655,1984-08-03,1984,3.872950819672131
481,3525,103173635.0,Working Girl,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",28000000,8.318954,1988-12-20,1988,3.066811384466956
482,2321,21486757.0,Married to the Mob,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",10000000,5.611184,1988-08-19,1988,3.559651474530831
483,2028,20036737.0,Say Anything...,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,6.953646,1989-04-14,1989,4.053710956720266
484,5971,0.0,We're No Angels,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20000000,14.348459,1989-12-15,1989,4.148732394366197
485,881,243240178.0,A Few Good Men,"[{'id': 18, 'name': 'Drama'}]",40000000,12.330249,1992-12-11,1992,2.835016835016835
486,4478,266614059.0,Indecent Proposal,"[{'id': 18, 'name': 'Drama'}]",38000000,7.118123,1993-04-07,1993,3.343231441048035
487,2109,244386864.0,Rush Hour,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",33000000,11.840557,1998-09-18,1998,3.606979542719615
488,8195,41610884.0,Ronin,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",55000000,9.672094,1998-09-25,1998,3.9150943396226414
489,3486,0.0,The Fiendish Plot of Dr. Fu Manchu,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",0,0.886041,1980-08-08,1980,2.4603174603174605
490,1091,19629760.0,The Thing,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",15000000,16.83125,1982-06-25,1982,2.804071876030333
491,162,53000000.0,Edward Scissorhands,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20000000,17.612244,1990-12-05,1990,3.9874383477188657
492,8916,171757863.0,Antz,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",60000000,16.025625,1998-10-02,1998,3.241635687732342
493,3121,0.0,Nashville,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2200000,9.042678,1975-06-11,1975,3.426900584795322
494,134368,0.0,One Tough Cop,[],0,1.082,1998-10-09,1998,3.567258883248731
495,4437,40400657.0,2010,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",28000000,7.482865,1984-12-06,1984,3.64140625
496,1890,31853080.0,Children of a Lesser God,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,8.503064,1986-09-13,1986,2.8533333333333335
497,1955,26010864.0,The Elephant Man,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5000000,8.405672,1980-10-02,1980,3.7336578581363002
498,6435,46683377.0,Practical Magic,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",75000000,7.757795,1998-10-16,1998,3.1666666666666665
499,2657,0.0,Pleasantville,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",0,11.0874,1998-09-17,1998,3.336818328493062
500,8675,0.0,Orgazmo,"[{'id': 35, 'name': 'Comedy'}]",1000000,5.919725,1997-09-06,1997,3.652061855670103
501,73,23875127.0,American History X,"[{'id': 18, 'name': 'Drama'}]",20000000,18.157166,1998-10-30,1998,3.794658493870403
